SHOOT,3,White Balance,Daylight
SHOOT,3,White Balance,Shade
SHOOT,3,White Balance,Cloudy
SHOOT,3,White Balance,Tungsten
SHOOT,3,White Balance,Fluorescent
SHOOT,3,White Balance,Flash
SHOOT,3,White Balance,Custom
SHOOT,3,Color Space,sRGB
SHOOT,3,Color Space,Adobe RGB
SHOOT,4,Picture Style,Standard
SHOOT,5:LV func.,Long Exposure Noise Reduction,Off
SHOOT,6:LV func.,Highlight Tone Priority,Disable
SHOOT,6:LV func.,Highlight Tone Priority,Enable
AF,1,AF Operation,One Shot AF
AF,1,AF Operation,AI Focus AF
AF,1,AF Operation,AI Servo AF
AF,1,AF Area Selection Mode,Manual Select
AF,1,AF Area Selection Mode,Auto Select
AF,1,AF Area Selection Mode,Zone AF
AF,2,AF Point Selection Method,Multi-controller Direct
AF,2,AF Point Selection Method,Quick Control Dial
AF,2,AF Point Selection Method,Main Dial
AF,3,AI Servo 1st Image Priority,Release
AF,3,AI Servo 1st Image Priority,Equal Priority
AF,3,AI Servo 1st Image Priority,Focus
AF,4,AF Assist Beam Firing,Enable
AF,4,AF Assist Beam Firing,Disable
AF,4,AF Assist Beam Firing,Enable External Flash Only
PLAYBACK,1,Protect Images,Protect Single Image
PLAYBACK,1,Protect Images,Unprotect All Images
PLAYBACK,1,Erase Images,Erase Selected
PLAYBACK,1,Erase Images,Erase All
PLAYBACK,2,Print Order,Order
PLAYBACK,2,Print Order,Print
PLAYBACK,2,Print Order,Clear All
PLAYBACK,3,Rotate Image,Rotate
PLAYBACK,3,Rotate Image,Reset
PLAYBACK,4,Image Copy,Copy to Card 1
PLAYBACK,4,Image Copy,Copy to Card 2
PLAYBACK,4,Image Copy,Copy All Images
SET UP,1,Record Function/Card Folder Select,CF Card
SET UP,1,Record Function/Card Folder Select,SD Card
SET UP,1,Record Function/Card Folder Select,Auto Switch Card
SET UP,1,Record Function/Card Folder Select,Record Separately
SET UP,1,Record Function/Card Folder Select,Record to Multiple
SET UP,2,Auto Power Off,1 min
SET UP,2,Auto Power Off,3 min
SET UP,2,Auto Power Off,5 min
SET UP,2,Auto Power Off,15 min
SET UP,2,Auto Power Off,Disable
SET UP,2,LCD Brightness,Level 1
SET UP,2,LCD Brightness,Level 2
SET UP,2,LCD Brightness,Level 3
SET UP,2,LCD Brightness,Level 4
SET UP,2,LCD Brightness,Level 5
SET UP,2,LCD Brightness,Level 6
SET UP,3,Date/Time/Zone,Set
SET UP,3,Language,Select
SET UP,3,Video System,NTSC
C.Fn,1:Exposure,Exposure,Set
C.Fn,1:Exposure,Exposure,Reset
MY MENU,1,Register to My Menu,Add Item
MY MENU,1,Register to My Menu,Remove Item
